room_id,city,hotel_name,hotel_url,room_name,number_of_guests,price_5_nights,your_choices
317,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Superior King Room 1 full bed 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Superior King Room | 1 full bed | 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 30 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 2,"EGP 10,197",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed Free private taxi from the airport to this property | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | Free private taxi from the airport to this property | Free
318,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Deluxe Triple Room 1 full bed and 1 sofa bed 24 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Deluxe Triple Room | 1 full bed and 1 sofa bed | 1 full bed and | 1 full bed | 1 sofa bed | 24 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 24 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 24 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 3,"EGP 4,079",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed discount may be available | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available
319,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Deluxe Family Room 1 full bed and 1 sofa bed 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Deluxe Family Room | 1 full bed and 1 sofa bed | 1 full bed and | 1 full bed | 1 sofa bed | 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 27 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 3,"EGP 4,419",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed discount may be available | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available
320,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Deluxe Triple Room with Sea View 1 full bed and 1 sofa bed 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Deluxe Triple Room with Sea View | 1 full bed and 1 sofa bed | 1 full bed and | 1 full bed | 1 sofa bed | 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 27 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 27 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 3,"EGP 8,158",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed Free private taxi from the airport to this property | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | Free private taxi from the airport to this property | Free
321,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Family Room with Mountain View 1 twin bed and 1 full bed and 1 sofa bed 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Family Room with Mountain View | 1 twin bed and 1 full bed and 1 sofa bed | 1 twin bed and | 1 twin bed | 1 full bed and | 1 full bed | 1 sofa bed | 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 30 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 30 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 4,"EGP 8,838",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed Free private taxi from the airport to this property | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | Free private taxi from the airport to this property | Free
322,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Deluxe Single Room 1 twin bed 15 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Deluxe Single Room | 1 twin bed | 15 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 15 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 15 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 1,"EGP 2,380",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed discount may be available | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available
323,cairo,Horus Guest House Pyramids,https://www.booking.com/hotel/eg/horus-guest-house-pyramids-cairo.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9jYWlyb0gxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCncWy0AbAAgHSAiRlNTA0NTYwMy0yZjk1LTRmM2ItOTJjMS0yMGQ3ZDljMDY5YmPYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=25d17d4eaea30ab3&srepoch=1779212968&all_sr_blocks=1633411001_434366743_2_1_0&highlighted_blocks=1633411001_434366743_2_1_0&matching_block_id=1633411001_434366743_2_1_0&sr_pri_blocks=1633411001_434366743_2_1_0__6375&from=searchresults,Superior Single Room 1 twin bed 16 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | Superior Single Room | 1 twin bed | 16 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi More | 16 m² Air conditioning Private bathroom Flat-screen TV Soundproof Free Wifi | 16 m² | Air conditioning | Private bathroom | Flat-screen TV | Soundproof | Free Wifi | More,Max. people: 1,"EGP 2,855",Breakfast included in the price Free cancellation anytime No prepayment needed – pay at the property No credit card needed discount may be available | Breakfast included in the price | Free cancellation anytime | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available
324,luxor,,https://www.booking.com/hotel/eg/family-luxor-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1582863902_430795119_2_1_0&highlighted_blocks=1582863902_430795119_2_1_0&matching_block_id=1582863902_430795119_2_1_0&sr_pri_blocks=1582863902_430795119_2_1_0__4500&from=searchresults,Double Room with Shared Bathroom We have 5 left 1 full bed 20 m² Balcony Air conditioning Free Wifi Towels Linens Tile/Marble floor Shared toilet Shared bathroom Hairdryer Fan Towels/Sheets (extra fee) Toilet paper | Double Room with Shared Bathroom | We have 5 left | 1 full bed | 20 m² Balcony Air conditioning Free Wifi Towels Linens Tile/Marble floor Shared toilet Shared bathroom Hairdryer Fan Towels/Sheets (extra fee) Toilet paper | 20 m² Balcony Air conditioning Free Wifi | 20 m² | Balcony | Air conditioning | Free Wifi | Towels Linens Tile/Marble floor Shared toilet Shared bathroom Hairdryer Fan Towels/Sheets (extra fee) Toilet paper | Towels | Linens | Tile/Marble floor | Shared toilet | Shared bathroom | Hairdryer | Fan | Towels/Sheets (extra fee) | Toilet paper,,"EGP 2,399",
325,luxor,,https://www.booking.com/hotel/eg/family-luxor-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1582863902_430795119_2_1_0&highlighted_blocks=1582863902_430795119_2_1_0&matching_block_id=1582863902_430795119_2_1_0&sr_pri_blocks=1582863902_430795119_2_1_0__4500&from=searchresults,,Max. people: 1,"EGP 2,159",
326,luxor,,https://www.booking.com/hotel/eg/family-luxor-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1582863902_430795119_2_1_0&highlighted_blocks=1582863902_430795119_2_1_0&matching_block_id=1582863902_430795119_2_1_0&sr_pri_blocks=1582863902_430795119_2_1_0__4500&from=searchresults,Double Room with Private Bathroom 1 full bed 20 m² Balcony Air conditioning Private bathroom Free Wifi More | Double Room with Private Bathroom | 1 full bed | 20 m² Balcony Air conditioning Private bathroom Free Wifi More | 20 m² Balcony Air conditioning Private bathroom Free Wifi | 20 m² | Balcony | Air conditioning | Private bathroom | Free Wifi | More,Max. people: 2,"EGP 4,799","Exceptional breakfast included Free cancellation before July 9, 2026 No prepayment needed – pay at the property No credit card needed • We have 4 left | Exceptional breakfast included | Exceptional breakfast | Free cancellation before July 9, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 4 left | • | We have 4 left"
327,luxor,,https://www.booking.com/hotel/eg/family-luxor-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1582863902_430795119_2_1_0&highlighted_blocks=1582863902_430795119_2_1_0&matching_block_id=1582863902_430795119_2_1_0&sr_pri_blocks=1582863902_430795119_2_1_0__4500&from=searchresults,Triple Room with Private Bathroom 3 twin beds and 1 full bed 25 m² Balcony Air conditioning Private bathroom Free Wifi More | Triple Room with Private Bathroom | 3 twin beds and 1 full bed | 3 twin beds and | 3 twin beds | 1 full bed | 25 m² Balcony Air conditioning Private bathroom Free Wifi More | 25 m² Balcony Air conditioning Private bathroom Free Wifi | 25 m² | Balcony | Air conditioning | Private bathroom | Free Wifi | More,Max. people: 2,"EGP 7,198","Exceptional breakfast included Free cancellation before July 9, 2026 No prepayment needed – pay at the property No credit card needed • We have 3 left | Exceptional breakfast included | Exceptional breakfast | Free cancellation before July 9, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 3 left | • | We have 3 left"
328,luxor,Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213630&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Twin Room We have 5 left 2 twin beds 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | Twin Room | We have 5 left | 2 twin beds | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 16 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | Shower Safe Bidet Toilet Towels Linens Socket near the bed Tile/Marble floor Desk Sitting area Private entrance Refrigerator Telephone Ironing facilities Satellite channels Tea/Coffee maker Heating Hairdryer Electric kettle Outdoor furniture Outdoor dining area Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by stairs only Clothes rack Toilet paper Child safety socket covers Hand sanitizer | Shower | Safe | Bidet | Toilet | Towels | Linens | Socket near the bed | Tile/Marble floor | Desk | Sitting area | Private entrance | Refrigerator | Telephone | Ironing facilities | Satellite channels | Tea/Coffee maker | Heating | Hairdryer | Electric kettle | Outdoor furniture | Outdoor dining area | Cable channels | Wake-up service | Dryer | Wardrobe or closet | Upper floors accessible by stairs only | Clothes rack | Toilet paper | Child safety socket covers | Hand sanitizer,,"EGP 10,154",
329,luxor,Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213630&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,,Max. people: 1 | Max. people: 2,"EGP 11,037 | EGP 9,139 | EGP 9,934 | EGP 10,547 | EGP 14,716",
330,luxor,Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213630&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Double Room We have 4 left 1 full bed 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Double Room | We have 4 left | 1 full bed | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 16 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 16 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 10,154",
331,luxor,Nefertiti Hotel Luxor,https://www.booking.com/hotel/eg/nefertiti.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213630&all_sr_blocks=24397805_338394725_2_41_0&highlighted_blocks=24397805_338394725_2_41_0&matching_block_id=24397805_338394725_2_41_0&sr_pri_blocks=24397805_338394725_2_41_0__19044&from=searchresults,Triple Room We have 5 left 3 twin beds 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | Triple Room | We have 5 left | 3 twin beds | 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar More | 20 m² Balcony Mountain view Landmark view City view River view Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Minibar | 20 m² | Balcony | Mountain view | Landmark view | City view | River view | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Minibar | More,,"EGP 13,539",
332,luxor,,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1491671303_420820992_2_2_0&highlighted_blocks=1491671303_420820992_2_2_0&matching_block_id=1491671303_420820992_2_2_0&sr_pri_blocks=1491671303_420820992_2_2_0__16830&from=searchresults,Double or Twin Room 2 twin beds 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Hand sanitizer Single-room AC for guest accommodation | Double or Twin Room | 2 twin beds | 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Hand sanitizer Single-room AC for guest accommodation | 25 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi | 25 m² | City view | Air conditioning | Attached bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | Free Wifi | Free toiletries Toilet Bathtub or shower Towels Linens TV Refrigerator Telephone Tea/Coffee maker Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Upper floors accessible by elevator Clothes rack Drying rack for clothing Toilet paper Hand sanitizer Single-room AC for guest accommodation | Free toiletries | Toilet | Bathtub or shower | Towels | Linens | TV | Refrigerator | Telephone | Tea/Coffee maker | Hairdryer | Electric kettle | Wake-up service | Wardrobe or closet | Dining table | Upper floors accessible by elevator | Clothes rack | Drying rack for clothing | Toilet paper | Hand sanitizer | Single-room AC for guest accommodation,,"EGP 8,974",
333,luxor,,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1491671303_420820992_2_2_0&highlighted_blocks=1491671303_420820992_2_2_0&matching_block_id=1491671303_420820992_2_2_0&sr_pri_blocks=1491671303_420820992_2_2_0__16830&from=searchresults,,Max. people: 2 | Max. people: 1,"EGP 9,502 | EGP 8,638",
334,luxor,,https://www.booking.com/hotel/eg/s-s-luxor.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9sdXhvckgxWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCvMqy0AbAAgHSAiRlOGI5ODkyNy0xZDBiLTRmOTQtYWVlOS04MTNjM2YwYjgzMzjYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ebd87e9e3e2d137d&srepoch=1779213634&all_sr_blocks=1491671303_420820992_2_2_0&highlighted_blocks=1491671303_420820992_2_2_0&matching_block_id=1491671303_420820992_2_2_0&sr_pri_blocks=1491671303_420820992_2_2_0__16830&from=searchresults,Single Room We have 5 left 1 twin bed 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi More | Single Room | We have 5 left | 1 twin bed | 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi More | 20 m² City view Air conditioning Attached bathroom Flat-screen TV Soundproof Terrace Minibar Free Wifi | 20 m² | City view | Air conditioning | Attached bathroom | Flat-screen TV | Soundproof | Terrace | Minibar | Free Wifi | More,,"EGP 8,158",
