Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
Hardee's,"inCarrefour,Egypt","Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/503087/hardees-carfour-alex-hard?aid=7177,101,"[214.0, 130.0, 175.0, 115.0, 235.0, 204.0, 264.0, 244.0, 344.0, 250.0, 418.0, 618.0, 915.0, 961.0, 315.0, 325.0, 346.0, 355.0, 355.0, 376.0, 199.0, 244.0, 199.0, 244.0, 210.0, 264.0, 244.0, 344.0, 250.0, 418.0, 618.0, 915.0, 961.0, 265.0, 235.0, 204.0, 245.0, 245.0, 220.0, 190.0, 159.0, 200.0, 200.0, 350.0, 305.0, 214.0, 175.0, 230.0, 218.0, 229.0, 275.0, 130.0, 169.0, 173.0, 184.0, 230.0, 340.0, 340.0, 255.0, 250.0, 315.0, 295.0, 210.0, 205.0, 160.0, 110.0, 155.0, 140.0, 105.0, 115.0, 95.0, 155.0, 110.0, 115.0, 115.0, 55.0, 35.0, 25.0, 25.0, 35.0, 25.0, 25.0, 115.0, 50.0, 65.0, 55.0, 85.0, 100.0, 120.0, 115.0, 45.0, 80.0, 99.0, 110.0, 35.0, 35.0, 35.0, 32.0, 35.0, 80.0, 80.0]",25.0,961.0,222.72277227722773
Pizza King,"inEL Ataren,Egypt","Pizza, Pasta, Pizza, Italian",https://www.talabat.com/egypt/restaurant/678299/pizza-king-raml-station-el-ataren?aid=7177,164,"[136.0, 51.0, 63.0, 60.0, 148.0, 330.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 246.0, 642.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 330.0, 350.0, 356.0, 478.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 331.0, 246.0, 642.0, 251.0, 359.0, 336.0, 433.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 165.0, 165.0, 188.0, 171.0, 103.0, 103.0, 160.0, 154.0, 154.0, 148.0, 143.0, 143.0, 143.0, 148.0, 148.0, 148.0, 148.0, 188.0, 188.0, 137.0, 60.0, 74.0, 74.0, 68.0, 80.0, 80.0, 63.0, 137.0, 91.0, 137.0, 63.0, 63.0, 40.0, 51.0, 136.0, 57.0, 46.0, 23.0, 19.0, 17.0, 17.0, 17.0, 14.0, 17.0, 80.0, 74.0, 80.0, 80.0, 29.0, 33.0, 33.0, 33.0, 33.0, 52.0, 27.0]",14.0,1239.0,392.17692307692306
TBS,"inGreen Plaza,Egypt","coffee & tea, Healthy",https://www.talabat.com/egypt/restaurant/503228/tbs--green-plaza?aid=7177,149,"[120.0, 100.0, 130.0, 120.0, 95.0, 195.0, 165.0, 170.0, 200.0, 160.0, 165.0, 125.0, 120.0, 140.0, 195.0, 140.0, 120.0, 135.0, 110.0, 145.0, 175.0, 120.0, 95.0, 130.0, 135.0, 120.0, 120.0, 210.0, 260.0, 190.0, 250.0, 220.0, 220.0, 200.0, 205.0, 240.0, 250.0, 250.0, 455.0, 260.0, 295.0, 260.0, 210.0, 260.0, 260.0, 260.0, 340.0, 210.0, 340.0, 390.0, 210.0, 210.0, 270.0, 170.0, 155.0, 155.0, 130.0, 170.0, 450.0, 300.0, 360.0, 330.0, 270.0, 375.0, 210.0, 205.0, 85.0, 90.0, 85.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 150.0, 50.0, 115.0, 110.0, 105.0, 130.0, 105.0, 105.0, 115.0, 125.0, 130.0, 100.0, 105.0, 115.0, 140.0, 135.0, 150.0, 130.0, 695.0, 1095.0, 720.0, 695.0, 185.0, 185.0, 210.0, 205.0, 75.0, 180.0, 105.0, 105.0, 95.0, 95.0, 75.0, 100.0, 100.0, 115.0, 660.0, 860.0, 115.0, 120.0, 120.0, 110.0, 105.0, 105.0, 85.0, 120.0, 125.0, 125.0, 330.0, 330.0, 60.0, 60.0, 50.0, 55.0, 60.0, 60.0, 50.0, 55.0, 50.0, 40.0, 40.0, 40.0, 90.0, 90.0, 95.0, 90.0, 90.0, 60.0, 60.0, 35.0, 60.0, 65.0]",35.0,1095.0,179.35374149659864
Shamy Elbait elkeber,"inSemouha,Egypt","Syrian, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/730085/shamy-elbait-elkeber-semouha--victor-emanouil?aid=7177,118,"[40.25, 35.0, 224.25, 23.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 205.0, 160.0, 190.0, 230.0, 260.0, 245.0, 39.2, 40.25, 61.0, 32.2, 55.4, 61.0, 156.2, 173.0, 140.0, 165.0, 179.0, 162.0, 110.0, 195.0, 179.0, 130.0, 172.5, 276.0, 322.0, 224.25, 184.0, 207.0, 184.0, 244.95, 184.0, 172.5, 276.64, 218.5, 190.35, 264.5, 483.0, 287.2, 488.75, 150.0, 95.8, 95.8, 172.5, 195.5, 212.75, 230.0, 90.0, 85.0, 95.8, 107.0, 114.0, 101.4, 95.8, 96.37, 58.65, 72.0, 90.0, 90.0, 101.4, 107.0, 96.37, 130.0, 155.25, 131.34, 23.0, 28.75, 40.25, 35.03, 12.18, 45.0, 35.0, 15.68, 839.5, 115.0, 30.46, 51.75, 40.25, 35.0, 51.75, 18.4, 18.4, 13.8, 28.75, 23.52]",12.18,839.5,171.0934259259259
"Fast delivery of food, groceries and more",Location not found,Cuisines not found,https://www.talabat.com/egypt/restaurant/624994/costa-coffeefouad-street-tgo-?aid=7177,0,[],,,
Nutopia,"inRaml Station,Egypt","Desserts, Crepes, Waffles, Cakes",https://www.talabat.com/egypt/restaurant/508160/nutopia-raml-station?aid=7177,116,"[190.0, 750.0, 125.0, 125.0, 170.0, 125.0, 190.0, 440.0, 440.0, 410.0, 315.0, 565.0, 1065.0, 750.0, 125.0, 190.0, 210.0, 190.0, 115.0, 165.0, 150.0, 170.0, 170.0, 200.0, 90.0, 100.0, 115.0, 150.0, 90.0, 125.0, 150.0, 190.0, 190.0, 190.0, 190.0, 125.0, 125.0, 150.0, 175.0, 150.0, 175.0, 115.0, 175.0, 215.0, 140.0, 140.0, 100.0, 75.0, 100.0, 175.0, 45.0, 45.0, 45.0, 65.0, 100.0, 100.0, 100.0, 125.0, 125.0, 125.0, 165.0, 165.0, 190.0, 115.0, 125.0, 115.0, 115.0, 150.0, 150.0, 150.0, 125.0, 46.74, 65.0, 65.0, 75.0, 75.0, 75.0, 95.0, 150.0, 150.0, 20.0]",20.0,1065.0,176.74987654320987
China House - Semouha,"inGreen Plaza,Egypt","Chinese, Asian, Asian, Indian , Sushi",https://www.talabat.com/egypt/restaurant/635669/china-house-green-plaza?aid=7177,152,"[111.72, 136.8, 286.14, 118.56, 78.66, 85.5, 427.0, 493.5, 395.0, 427.0, 410.0, 493.5, 395.0, 135.66, 135.66, 86.64, 135.66, 429.64, 216.6, 216.6, 176.7, 168.72, 247.38, 237.12, 247.38, 271.32, 224.58, 313.5, 584.82, 95.76, 95.76, 95.76, 95.76, 124.26, 111.72, 95.76, 95.76, 124.26, 324.9, 286.14, 67.26, 80.94, 60.42, 78.66, 102.6, 111.72, 78.66, 111.72, 177.84, 86.64, 286.14, 303.24, 338.58, 286.14, 380.76, 286.14, 338.58, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 303.24, 303.24, 286.14, 303.24, 303.24, 286.14, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 378.48, 378.48, 351.12, 351.12, 351.12, 351.12, 494.76, 494.76, 494.76, 494.76, 494.76, 403.56, 403.56, 356.82, 494.76, 494.76, 494.76, 494.76, 356.82, 494.76, 494.76, 494.76, 114.0, 114.0, 149.34, 114.0, 129.96, 129.96, 177.84, 164.16, 128.82, 177.84, 157.32, 136.8, 148.2, 118.56, 190.38, 174.42, 182.4, 155.04, 197.22, 173.28, 158.46, 72.96, 61.56, 36.48, 102.6, 98.04, 85.5, 69.54, 125.4, 159.6, 191.52, 261.06, 352.26, 370.5, 111.72, 53.58, 53.58, 61.56, 55.86, 156.18, 156.18, 156.18, 128.82, 131.1, 101.46, 52.44, 45.6, 29.64]",29.64,584.82,238.86315789473682
KFC,"inSemouha,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/737012/kfc-semoha-kfctgo?aid=7177,115,"[65.0, 109.0, 110.0, 240.0, 40.0, 90.0, 288.0, 288.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 446.0, 445.0, 535.0, 189.0, 255.0, 210.0, 180.0, 180.0, 288.0, 260.0, 288.0, 260.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 294.0, 446.0, 445.0, 535.0, 399.0, 205.0, 350.0, 189.0, 695.0, 920.0, 545.0, 770.0, 725.0, 840.0, 950.0, 1055.0, 810.0, 660.0, 1025.0, 875.0, 629.0, 685.0, 255.0, 325.0, 149.0, 210.0, 215.0, 245.0, 250.0, 255.0, 285.0, 255.0, 155.0, 170.0, 155.0, 110.0, 110.0, 110.0, 205.0, 210.0, 210.0, 125.0, 125.0, 65.0, 40.0, 30.0, 60.0, 3.0, 90.0, 130.0, 109.0, 90.0, 90.0, 125.0, 65.0, 40.0, 7.0, 84.0, 84.0, 35.0, 35.0, 35.0, 34.0]",3.0,1055.0,303.0173913043478
Smash It,"inIbrahimia,Egypt",Burgers,https://www.talabat.com/egypt/restaurant/779285/smash-it-ibrahimia?aid=7177,39,"[25.0, 45.0, 275.0, 239.0, 249.0, 275.0, 239.0, 249.0, 149.0, 144.0, 139.0, 144.0, 120.0, 240.0, 65.0, 45.0, 80.0, 94.0, 79.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 25.0, 10.0]",10.0,275.0,110.64285714285714
Sabrina,"inRaml Station,Egypt","Coffee & Tea, Cafe, Beverages",https://www.talabat.com/egypt/restaurant/753604/sabrina-raml-station?aid=7177,129,"[204.29, 112.36, 102.14, 127.68, 114.91, 111.08, 102.14, 183.86, 209.4, 178.75, 197.9, 201.73, 159.6, 127.68, 228.55, 191.52, 177.48, 209.4, 255.36, 153.22, 204.29, 197.9, 153.22, 215.78, 165.98, 178.75, 153.22, 127.68, 121.3, 121.3, 165.98, 194.07, 172.37, 134.06, 178.75, 178.75, 134.06, 153.22, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 191.52, 204.29, 229.82, 223.44, 223.44, 204.29, 217.06, 217.06, 229.82, 229.82, 217.06, 242.59, 178.75, 223.44, 229.82, 178.75, 204.29, 204.29, 204.29, 178.75, 197.9, 217.06, 191.52, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 178.75, 236.21, 236.21, 236.21, 140.45, 121.3, 127.68, 127.68, 95.76, 95.76, 82.99, 114.91, 102.14, 102.14, 102.14, 178.75, 114.91, 112.36, 114.91, 108.53, 108.53, 111.08, 153.22, 191.52, 57.46, 178.75, 134.06, 204.22, 165.98, 165.98, 140.45, 57.46, 114.91, 114.91, 153.22, 121.3, 70.22, 31.92, 140.45, 38.3, 44.69, 76.61, 38.3, 44.69, 38.3, 63.84, 63.84, 44.69, 25.54]",25.54,255.36,156.097890625
Pizza Hut,"inCarrefour,Egypt","Pizza, Salad, Pizza & Pies",https://www.talabat.com/egypt/restaurant/647601/pizza-hut-carrefour-alex-ph?aid=7177,90,"[286.0, 205.0, 90.0, 179.0, 159.0, 113.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 286.0, 197.0, 59.0, 129.0, 129.0, 129.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 369.0, 539.0, 649.0, 569.0, 569.0, 695.0, 286.0, 239.0, 225.0, 205.0, 197.0, 121.0, 125.0, 121.0, 75.0, 75.0, 75.0, 113.0, 143.0, 143.0, 168.0, 198.0, 198.0, 168.0, 168.0, 198.0, 168.0, 198.0, 143.0, 103.0, 103.0, 103.0, 103.0, 179.0, 159.0, 25.0, 25.0, 25.0, 90.0, 90.0, 90.0, 85.0, 160.0, 170.0, 134.0, 160.0, 130.0, 55.0, 29.0, 85.0, 86.0, 224.0, 55.0, 45.0, 45.0, 145.0, 105.0, 60.0, 40.0, 61.0, 63.0, 40.0, 40.0, 40.0, 40.0, 20.0]",20.0,847.0,227.87777777777777
Cilantro,"inShatby,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/509430/cilantro-shatby?aid=7177,118,"[117.0, 132.0, 140.0, 117.0, 117.0, 102.0, 271.5, 236.0, 271.5, 236.0, 185.0, 185.0, 165.0, 165.0, 160.0, 130.0, 130.0, 122.0, 127.0, 115.0, 125.0, 117.0, 112.0, 122.0, 102.0, 102.0, 95.0, 117.0, 117.0, 117.0, 82.0, 87.0, 127.0, 80.0, 117.0, 117.0, 125.0, 127.0, 122.0, 142.0, 132.0, 132.0, 102.0, 117.0, 127.0, 117.0, 117.0, 87.0, 102.0, 137.0, 127.0, 122.0, 200.0, 160.0, 140.0, 170.0, 160.0, 160.0, 155.0, 150.0, 155.0, 160.0, 160.0, 140.0, 140.0, 70.0, 80.0, 90.0, 80.0, 80.0, 80.0, 80.0, 80.0, 75.0, 70.0, 75.0, 75.0, 75.0, 120.0, 120.0, 105.0, 120.0, 140.0, 115.0, 130.0, 130.0, 130.0, 130.0, 125.0, 80.0, 75.0, 75.0, 75.0, 112.0, 25.0, 50.0, 80.0, 150.0, 150.0, 150.0, 20.0, 20.0, 20.0, 20.0, 410.0, 410.0, 410.0, 320.0, 345.0, 500.0, 435.0, 155.0, 220.0, 505.0, 550.0, 670.0, 239.4, 385.0]",20.0,670.0,152.34237288135594
5 Roosters,"inIbrahimia,Egypt","Fried chicken, Sandwiches, Burgers, Chicken",https://www.talabat.com/egypt/restaurant/708710/5-roosters-ibrahimia-night?aid=7177,81,"[99.0, 275.0, 5.0, 373.75, 218.75, 248.75, 248.75, 131.0, 146.0, 150.0, 190.0, 190.0, 351.0, 190.0, 475.0, 750.0, 750.0, 373.75, 218.75, 248.75, 248.75, 131.0, 146.0, 150.0, 190.0, 190.0, 351.0, 190.0, 475.0, 750.0, 750.0, 150.0, 99.0, 200.0, 100.0, 225.0, 250.0, 275.0, 450.0, 300.0, 500.0, 850.0, 1050.0, 99.0, 200.0, 150.0, 150.0, 150.0, 25.0, 125.0, 100.0, 100.0, 100.0, 250.0, 5.0, 75.0, 80.0, 60.0, 75.0, 25.0, 25.0, 40.0, 25.0]",5.0,1050.0,246.23809523809524
Nos Regheef,"inGlim,Egypt","foul & falafel, Pizza, Pasta",https://www.talabat.com/egypt/restaurant/501372/nos-regheef?aid=7177,43,"[74.0, 185.0, 52.0, 160.0, 121.0, 79.0, 121.0, 160.0, 183.0, 166.0, 160.0, 185.0, 53.0, 57.0, 74.0, 69.0, 74.0, 92.0, 109.0, 79.0, 79.0, 205.0, 234.0, 245.0, 103.0, 154.0, 160.0, 143.0, 188.0, 143.0, 113.0, 80.0, 52.0, 51.0, 52.0, 52.0, 57.0, 74.0, 29.0, 52.0, 52.0, 52.0, 52.0]",29.0,245.0,108.72093023255815
Pizza Roma,"inSporting,Egypt","Pizza, Crepes",https://www.talabat.com/egypt/restaurant/627975/pizza-roma-sporting?aid=7177,235,"[90.0, 110.0, 110.0, 100.0, 110.0, 100.0, 100.0, 120.0, 120.0, 100.0, 100.0, 120.0, 125.0, 75.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 120.0, 120.0, 100.0, 150.0, 125.0, 130.0, 125.0, 170.0, 90.0, 100.0, 120.0, 60.0, 75.0, 80.0, 70.0, 110.0, 110.0, 120.0, 140.0, 110.0, 130.0, 100.0, 100.0, 120.0, 150.0, 160.0, 125.0, 125.0, 135.0, 150.0, 115.0, 125.0, 135.0, 165.0, 175.0, 135.0, 125.0, 135.0, 150.0, 140.0, 140.0, 165.0, 175.0, 130.0, 220.0, 130.0, 120.0, 110.0, 120.0, 120.0, 325.0, 130.0, 130.0, 130.0, 140.0, 55.0, 150.0, 160.0, 110.0, 120.0, 220.0, 120.0, 85.0, 40.0, 60.0, 75.0, 120.0, 40.0, 25.0, 20.0, 20.0, 15.0, 20.0, 25.0, 15.0, 20.0]",15.0,325.0,111.6
