Hotel Name,Price,Review Score (/10),Hotel URL,Description,Latitude,Longitude,Distance (km)
Crowne Plaza Alexandria Mirage by IHG,420,8.6,https://www.booking.com/hotel/eg/mirage-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1008858416_418479115_2_34_0&highlighted_blocks=1008858416_418479115_2_34_0&matching_block_id=1008858416_418479115_2_34_0&sr_pri_blocks=1008858416_418479115_2_34_0__42025&from=searchresults,"Elegant Accommodations: Crowne Plaza Alexandria Mirage by IHG in Alexandria offers a 5-star experience with spa facilities, a fitness center, sun terrace, restaurant, bar, and a year-round outdoor swimming pool. Free WiFi is available in public areas.

Comfortable Amenities: Rooms feature air-conditioning, private bathrooms, bathrobes, mini-bars, and balconies with garden or pool views. Additional amenities include a work desk, flat-screen TV, and free toiletries.

Dining Options: The modern restaurant serves international cuisine for lunch and dinner, while breakfast includes continental, American, buffet, vegetarian, and halal options with local specialties, warm dishes, fresh pastries, and more.

Prime Location: Located 32 mi from Borg el Arab International Airport, the hotel is near Alexandria Zoo (15-minute walk), Sidi Gaber Railway Station (less than 0.6 mi), and Cleopatra Beach (1.3 mi). Guests appreciate room cleanliness, staff support, and comfort.",31.2153488147,29.9461278859,179.26
Alexandria Ap,164,6.3,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,"Comfortable Accommodations: Alexandria Ap in Alexandria offers aparthotel-style accommodations with free WiFi, air-conditioning, and private bathrooms. Each unit includes a kitchenette, washing machine, and dining area.

Convenient Facilities: Guests benefit from private check-in and check-out, a 24-hour front desk, elevator, and full-day security. Additional services include bike and car hire, tour desk, and paid shuttle.

Prime Location: Located less than 0.6 mi from Glime Beach and a 13-minute walk to Stanley Bridge, the aparthotel is 34 mi from Borg el Arab International Airport. Nearby attractions include Alexandria Zoo and Catacombs of Kom el Shoqafa.",31.24058995611,29.95658442399,180.61
"Helnan Palace Hotel - Montaza Royal Gardens Alexandria , Adults Only",600,8.5,https://www.booking.com/hotel/eg/helnan-palace.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=829109804_350666062_2_1_0&highlighted_blocks=829109804_350666062_2_1_0&matching_block_id=829109804_350666062_2_1_0&sr_pri_blocks=829109804_350666062_2_1_0__60000&from=searchresults,"Elegant Accommodations: Helnan Palace Hotel - Montaza Royal Gardens Alexandria offers a 5-star experience in Alexandria. The adults-only property features a spa, fitness center, garden, terrace, restaurant, bar, seasonal outdoor swimming pool, and free WiFi in public areas.

Comfortable Amenities: Rooms include air-conditioning, private bathrooms with baths and showers, garden or pool views, work desks, TVs, electric kettles, and wardrobes. Additional amenities include balconies, bathrobes, mini-bars, and sofas.

Dining Experience: The traditional and romantic restaurant serves Middle Eastern and international cuisines for lunch and dinner. An à la carte breakfast is available. A coffee shop and bar provide additional dining options.

Prime Location: Located less than 0.6 mi from Montazah Aida Beach and 39 mi from Borg el Arab International Airport, the hotel is near attractions such as Alexandria Zoo (8.1 mi) and Stanley Bridge (6.2 mi). Guests appreciate the attentive staff, quiet area, and convenient location.",31.288497,30.01597,180.79
Helnan Mamoura Hotel & Events Center,540,9.0,https://www.booking.com/hotel/eg/helnan-mamoura.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=868621005_423403442_2_1_0&highlighted_blocks=868621005_423403442_2_1_0&matching_block_id=868621005_423403442_2_1_0&sr_pri_blocks=868621005_423403442_2_1_0__54000&from=searchresults,"Elegant Accommodations: Helnan Mamoura Hotel & Events Center in Alexandria offers a 5-star experience with a private beach area, spa and wellness center, sauna, terrace, restaurant, bar, seasonal outdoor swimming pool, and free WiFi.

Comfortable Amenities: Guests enjoy air-conditioning, bathrobes, private bathrooms, baths, mini-bars, carpeted floors, TVs, electric kettles, and wardrobes. Additional features include pool views, dining tables, sofa beds, seating areas, and dressing rooms.

Dining Options: The modern restaurant serves international cuisine, complemented by a buffet breakfast. The bar provides a relaxing atmosphere for evening drinks.

Prime Location: Located 40 mi from Borg el Arab International Airport, the hotel is a 6-minute walk from Mamoura Beach. Nearby attractions include Sidi Gaber Railway Station (8.1 mi) and Alexandria Zoo (9.3 mi). Guests appreciate the room cleanliness, attentive staff, and convenient location.",31.289881,30.030484,180.01
Hayah Suites & Rooms,80,5.7,https://www.booking.com/hotel/eg/hayah-suites-amp-rooms.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1460895115_417386628_2_0_0&highlighted_blocks=1460895115_417386628_2_0_0&matching_block_id=1460895115_417386628_2_0_0&sr_pri_blocks=1460895115_417386628_2_0_0__8000&from=searchresults,"Comfortable Accommodations: Hayah Suites & Rooms in Alexandria offers 4-star comfort with air-conditioning, bidet, and private bathrooms. Guests enjoy sea views, balconies, and modern amenities including TV, sofa, and wardrobe.

Convenient Facilities: The hotel features a 24-hour front desk, full-day security, and room service. Additional services include a washing machine and a range of languages spoken at reception, including Arabic and English.

Prime Location: Located 31 mi from Borg el Arab International Airport, the hotel is a short walk from Al Ibrahimiyyah Beach and close to Alexandria Sporting Club and Alexandrina Library. Nearby attractions include Sidi Gaber Railway Station and Alexandria Zoo.",31.2160293522758,29.9231386492109,180.85
Cleopatra Family Residents,104,6.0,https://www.booking.com/hotel/eg/royal-crown-alexandria.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=177327201_295820558_2_0_0&highlighted_blocks=177327201_295820558_2_0_0&matching_block_id=177327201_295820558_2_0_0&sr_pri_blocks=177327201_295820558_2_0_0__10350&from=searchresults,"Comfortable Accommodations: Cleopatra Family Residents in Alexandria offers family rooms with sea views, air-conditioning, private bathrooms, walk-in showers, and free WiFi. Each room includes a refrigerator, work desk, seating area, free toiletries, mini-bar, TV, and tiled floors.

Convenient Facilities: Guests benefit from a elevator, 24-hour front desk, daily housekeeping service, room service, and luggage storage. Additional amenities include a work desk, seating area, free toiletries, mini-bar, TV, and tiled floors.

Prime Location: Cleopatra Beach is a 2-minute walk away, Sidi Gaber Railway Station 1 mi, and Alexandria Sporting Club 16-minute walk. Borg el Arab International Airport is 32 mi from the hotel. Guests appreciate the scenic views and convenient location.",31.224314118660494,29.935327470302582,180.69
ابراج المنتزه,150,7.4,https://www.booking.com/hotel/eg/brj-lmntzh-wl-lmntzh.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1565663301_427807349_4_0_0&highlighted_blocks=1565663301_427807349_4_0_0&matching_block_id=1565663301_427807349_4_0_0&sr_pri_blocks=1565663301_427807349_4_0_0__15000&from=searchresults,"Spacious Apartment in Alexandria: ابراج المنتزه offers a spacious apartment in Alexandria, Egypt. The property features one bedroom, one bathroom, and a comfortable living room.

Modern Amenities: Guests enjoy free WiFi in public areas, air-conditioning, a terrace, balcony, washing machine, fully equipped kitchen, and TV.

Convenient Location: Located 34 mi from Borg el Arab International Airport, the apartment is a 5-minute walk from Miami Beach. Nearby attractions include Sidi Gaber Railway Station (5 mi), Alexandria Zoo (6.2 mi), and the Graeco-Roman Museum (7.5 mi).",31.2686271,29.9919935,180.63
Downtown Sea View Suites,270,9.0,https://www.booking.com/hotel/eg/downtown-sea-view-suites.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=579264601_335406410_2_0_0&highlighted_blocks=579264601_335406410_2_0_0&matching_block_id=579264601_335406410_2_0_0&sr_pri_blocks=579264601_335406410_2_0_0__27000&from=searchresults,"Comfortable Accommodations: Downtown Sea View Suites in Alexandria offers apartment-style accommodations with free WiFi, air-conditioning, and sea views. Each unit includes a kitchenette, washing machine, and private bathroom.

Convenient Facilities: Guests benefit from a elevator, minimarket, grocery delivery, and parking. Additional amenities include a dining area, work desk, and sofa bed.

Prime Location: Located 31 mi from Borg el Arab International Airport, the property is an 8-minute walk from Anfoushi Beach. Nearby attractions include the Alexandrina Library and Catacombs of Kom el Shoqafa.

 Highly rated for its location with a view, convenient location, and room cleanliness.",31.2007748,29.8884356,181.99
The Grand Plaza Hotel Smouha,251,8.1,https://www.booking.com/hotel/eg/the-grand-plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=258701611_0_2_0_0&highlighted_blocks=258701611_0_2_0_0&matching_block_id=258701611_0_2_0_0&sr_pri_blocks=258701611_0_2_0_0__25110&from=searchresults,"The Grand Plaza Hotel is a hotel set in the heart of Alexandria. This hotel offers a 24-hour front desk.  Guests can enjoy fee WiFi throughout the property.

All rooms in the hotel are equipped with satellite TV channels on the 32-inch HDTV. There is also a mini bar, in room safe air-conditioning. Relax with a cup of tea/coffee prepared in your room or select one of the many refreshments available from the mini-bar. The private bathroom features a walk-in rain shower.

A buffet breakfast is available daily at The Grand Plaza Hotel. Dining is also a pleasure with 2 on-site Restaurants and a Café.

For business guests there is meeting rooms, 1 Board Meeting up to 20 People & 2 ballrooms 220 sqm for each.

Alexandria Zoo is 1 mi from the hotel, while Alexandria Citadel is 4.3 mi from the property. The nearest airport is Alexandria International Airport, 1.9 mi from The Grand Plaza Hotel. | Couples in particular like the location – they rated it 8.1 for a two-person trip. | Distance in property description is calculated using © OpenStreetMap | We have an instant answer to most questions | Children of all ages are welcome. | To see correct prices and occupancy info, add the number and ages of children in your group to your search.",31.208990514261107,29.960435696993954,177.81
ALEX HOMES - Sporting Cozy Apartments with Direct Sea View,470,8.9,https://www.booking.com/hotel/eg/alexandria-luxury-apartments-sporting-direct-sea-view.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=884203702_433784002_5_0_0&highlighted_blocks=884203702_433784002_5_0_0&matching_block_id=884203702_433784002_5_0_0&sr_pri_blocks=884203702_433784002_5_0_0__47000&from=searchresults,"Beachfront Location: Alex Homes - Sporting Cozy Apartments with Direct Sea View in Alexandria offers direct sea views and beachfront access. Cleopatra Beach is a 4-minute walk away, while Sidi Gaber Railway Station lies 1.1 mi from the property.

Comfortable Accommodations: Each apartment features a private bathroom, air-conditioning, and a terrace or balcony. Guests enjoy free WiFi, sea views, and amenities such as a washing machine, kitchen, and streaming services.

Convenient Facilities: The property provides a paid shuttle service, elevator, 24-hour front desk, minimarket, and family rooms. Off-site private parking is available for a fee.

Nearby Attractions: Alexandria Sporting Club is less than 0.6 mi away, while the Alexandria Zoo is 2.5 mi from the apartment. Borg el Arab International Airport is 32 mi distant.",31.221884742324,29.932165761624,180.71
ALEX HOMES - Gleem Luxury Apartments with Direct Sea View,630,9.2,https://www.booking.com/hotel/eg/shq-fkhrh-l-lbhr-jlym-lskndry-gleem-luxury-apartment-with-sea-view.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=741096401_433784072_0_0_0&highlighted_blocks=741096401_433784072_0_0_0&matching_block_id=741096401_433784072_0_0_0&sr_pri_blocks=741096401_433784072_0_0_0__63000&from=searchresults,"Prime Location: ALEX HOMES - Gleem Luxury Apartments with Direct Sea View in Alexandria offers direct sea views and a beachfront setting. Glime Beach is a 3-minute walk away, while Stanley Bridge lies 0.8 mi from the property.

Comfortable Accommodations: The apartment features air-conditioning, a terrace, balcony, and free WiFi. Guests can enjoy sea views, a fully equipped kitchen, and a private bathroom with a walk-in shower.

Convenient Facilities: The property includes a paid shuttle service, elevator, 24-hour front desk, minimarket, picnic area, hairdresser/beautician, family rooms, and full-day security. Off-site paid parking is available.

 Borg el Arab International Airport is 34 mi away. Points of interest such as Alexandria Zoo and Catacombs of Kom el Shoqafa are within 5.6 mi.",31.24080146445,29.95779803887,180.55
Royal jewel Al-Raml Hotel,400,8.0,https://www.booking.com/hotel/eg/royal-jewel-al-raml-tn-lrml.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1589544407_431821946_2_1_0&highlighted_blocks=1589544407_431821946_2_1_0&matching_block_id=1589544407_431821946_2_1_0&sr_pri_blocks=1589544407_431821946_2_1_0__40000&from=searchresults,"Comfortable Accommodations: Royal Jewel Al-Raml Hotel in Alexandria offers family rooms with sea, garden, or city views. Each room includes air-conditioning, a private bathroom, and modern amenities.

Exceptional Facilities: Guests can enjoy a fitness center, sun terrace, and lush garden. The hotel features a restaurant serving halal meals in a modern, family-friendly setting. Free WiFi is available throughout the property.

Convenient Location: Located 1.1 mi from Shatibi Beach and near attractions such as the Alexandrina Library and Alexandria Stadium. The Borg El Arab International Airport is 29 mi away. A supermarket is located in the surroundings.",31.2024532,29.9032615,181.11
Qaitbay Citadel Haven,225,9.0,https://www.booking.com/hotel/eg/waves-of-alexandria-families-only.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1152908701_407645711_4_0_0&highlighted_blocks=1152908701_407645711_4_0_0&matching_block_id=1152908701_407645711_4_0_0&sr_pri_blocks=1152908701_407645711_4_0_0__22500&from=searchresults,"Prime Location: Qaitbay Citadel Haven in Alexandria offers a beachfront setting with Anfoushi Beach just a 6-minute walk away. The Borg el Arab International Airport is 30 mi from the property.

Exceptional Facilities: Guests enjoy free WiFi, free bicycles, and a fitness room. Additional amenities include a hot tub, terrace, and balcony with sea views.

Comfortable Accommodations: The apartment features two bedrooms, a living room, and a fully equipped kitchen. Air-conditioning, a washing machine, and a work desk ensure a pleasant stay.

Local Attractions: Nearby attractions include the Catacombs of Kom el Shoqafa (2.9 mi) and the Alexandrina Library (2.3 mi). Guests can also enjoy fishing, cycling, and diving.",31.205694970931862,29.879329782062197,182.99
Gleem Bay Ultra Lux Sea View Apartment,390,7.5,https://www.booking.com/hotel/eg/glim-bay-ultra-lux-sea-view-apartment.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=1198359102_424259243_4_0_0&highlighted_blocks=1198359102_424259243_4_0_0&matching_block_id=1198359102_424259243_4_0_0&sr_pri_blocks=1198359102_424259243_4_0_0__39000&from=searchresults,"Prime Beachfront Location: Gleem Bay Ultra Lux Sea View Apartment in Alexandria offers direct beachfront access and stunning sea views. Guests enjoy free WiFi throughout the property.

Comfortable Accommodations: The apartment features air-conditioning, a balcony, and a fully equipped kitchen with modern appliances. Additional amenities include a washing machine, TV, and a sofa bed.

Convenient Facilities: Private check-in and check-out services, a elevator, 24-hour front desk, and full-day security ensure a comfortable stay. Paid off-site private parking is available.

Nearby Attractions: Glime Beach is a 3-minute walk away, while Stanley Bridge lies 0.8 mi from the property. Other attractions include Alexandria Zoo (3.1 mi) and Borg el Arab International Airport (34 mi).",31.240815069996,29.957589822657,180.56
SEA VIEW PARADISE 2,270,9.3,https://www.booking.com/hotel/eg/sea-view-paradise-2.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKCjP_PBsACAdICJDEzZGZlMjFmLTg5YWUtNGVjYi04NzgxLWJiMzhhOGQ3ZWY2YdgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=0cf8a681ef3000ec&srepoch=1778370055&all_sr_blocks=809851001_399839779_2_0_0&highlighted_blocks=809851001_399839779_2_0_0&matching_block_id=809851001_399839779_2_0_0&sr_pri_blocks=809851001_399839779_2_0_0__27000&from=searchresults,"Spacious Apartment in Alexandria: SEA VIEW PARADISE 2 offers a spacious apartment in Alexandria, Egypt. Guests enjoy a terrace and free WiFi, complemented by a elevator and car hire services.

Modern Amenities: The apartment features air-conditioning, a balcony, washing machine, kitchen, bidet, city views, dining table, outdoor furniture, sofa bed, walk-in shower, refrigerator, work desk, microwave, shower, carpeted floor, TV, private entrance, sofa, dining area, electric kettle, kitchenware, wardrobe, stovetop.

Prime Location: Located 32 mi from Borg el Arab International Airport, the apartment is a 3-minute walk from Anfoushi Beach. Nearby attractions include the Catacombs of Kom el Shoqafa (2.5 mi), Alexandrina Library (1.9 mi), and Alexandria Zoo (5 mi). Guests appreciate the location with a view, kitchen, and room cleanliness.",31.204632,29.8834595,182.63
