Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
Tabali,"inZamalek,Egypt","foul & falafel, Desserts",https://www.talabat.com/egypt/restaurant/503586/tabali--zamalek?aid=7766,162,"[56.0, 56.0, 182.0, 56.0, 56.0, 149.0, 157.0, 314.0, 149.0, 157.0, 314.0, 206.0, 124.0, 124.0, 56.0, 188.0, 103.0, 90.0, 155.0, 182.0, 87.0, 375.0, 488.0, 1060.0, 978.0, 1224.0, 564.0, 535.0, 250.0, 376.0, 401.0, 426.0, 494.0, 202.0, 439.0, 224.0, 82.0, 119.0, 124.0, 119.0, 224.0, 195.0, 82.0, 124.0, 48.0, 48.0, 248.0, 48.0, 53.0, 375.0, 130.0, 135.0, 238.0, 263.0, 362.0, 524.0, 375.0, 583.0, 132.0, 194.0, 207.0, 527.0, 527.0, 463.0, 527.0, 539.0, 596.0, 450.0, 351.0, 376.0, 157.0, 300.0, 182.0, 445.0, 89.0, 150.0, 119.0, 113.0, 119.0, 56.0, 88.0, 94.0, 56.0, 56.0, 56.0, 113.0, 56.0, 157.0, 113.0, 138.0, 63.0, 82.0, 113.0, 82.0, 80.0, 109.0, 93.0, 75.0, 100.0, 105.0]",48.0,1224.0,239.44
Tafwela,"inAl Azbakiyyah,Egypt","Sandwiches, Desserts, Fast Food",https://www.talabat.com/egypt/restaurant/741917/tafwela-al-azbakiyyah?aid=7766,12,"[55.0, 55.0, 35.0, 50.0, 45.0, 55.0, 55.0, 35.0, 45.0, 50.0]",35.0,55.0,48.0
Subway,"inZamalek - 26 July,Egypt","Sandwiches, Seyami, Breakfast, Healthy , Salad",https://www.talabat.com/egypt/restaurant/793207/subway-zamalek--26-july?aid=7766,59,"[309.0, 199.0, 309.0, 199.0, 229.0, 479.0, 479.0, 199.0, 229.0, 309.0, 309.0, 319.0, 309.0, 309.0, 309.0, 309.0, 219.0, 199.0, 1399.0, 89.0, 109.0, 139.0, 109.0, 49.0, 119.0, 85.0, 119.0, 119.0, 289.0, 1099.0, 39.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 99.0, 99.0, 99.0, 99.0]",39.0,1399.0,237.4390243902439
Beano's Cafe,"inDowntown - Tahrir,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/516609/beanos-cafe-downtown--tahrir?aid=7766,165,"[125.0, 130.0, 205.0, 150.0, 25.0, 125.0, 235.71, 242.86, 235.71, 242.86, 80.0, 155.0, 110.0, 125.0, 105.0, 105.0, 160.0, 175.0, 185.0, 185.0, 110.0, 135.0, 95.0, 135.0, 95.0, 110.0, 85.0, 170.0, 135.0, 160.0, 235.0, 290.0, 280.0, 260.0, 250.0, 295.0, 215.0, 295.0, 275.0, 400.0, 285.0, 400.0, 160.0, 235.0, 220.0, 185.0, 190.0, 175.0, 245.0, 160.0, 205.0, 220.0, 190.0, 260.0, 175.0, 205.0, 185.0, 275.0, 295.0, 250.0, 215.0, 295.0, 315.0, 320.0, 370.0, 295.0, 280.0, 290.0, 325.0, 325.0, 375.0, 315.0, 295.0, 350.0, 310.0, 325.0, 350.0, 110.0, 185.0, 105.0, 175.0, 65.0, 175.0, 175.0, 175.0, 195.0, 130.0, 85.0, 180.0, 245.0, 180.0, 190.0, 190.0, 190.0, 170.0, 205.0, 105.0, 175.0, 150.0, 175.0, 160.0, 205.0, 170.0, 205.0, 150.0, 125.0, 150.0, 150.0, 150.0, 150.0, 220.0, 200.0, 200.0, 185.0, 200.0, 120.0, 145.0, 210.0, 175.0, 110.0, 175.0, 175.0, 210.0, 170.0, 275.0, 275.0, 275.0, 160.0, 105.0, 105.0, 185.0, 105.0, 105.0, 105.0, 120.0, 105.0, 125.0, 125.0, 125.0, 115.0, 125.0, 120.0, 110.0, 130.0, 120.0, 130.0, 140.0, 130.0, 100.0, 100.0, 100.0, 80.0, 80.0, 80.0, 25.0, 375.0, 630.0, 630.0, 320.0, 320.0, 320.0, 275.0, 565.0, 560.0, 460.0]",25.0,630.0,201.61903030303029
Burger King,"inAl Manial,Egypt","Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/507781/burger-king-al-manial?aid=7766,83,"[275.0, 205.0, 299.0, 110.0, 70.0, 110.0, 275.0, 299.0, 219.0, 219.0, 299.0, 315.0, 375.0, 275.0, 299.0, 219.0, 219.0, 299.0, 310.0, 310.0, 315.0, 375.0, 260.0, 300.0, 299.0, 400.0, 309.0, 360.0, 219.0, 315.0, 205.0, 429.0, 435.0, 460.0, 299.0, 380.0, 309.0, 309.0, 275.0, 259.0, 159.0, 470.0, 360.0, 110.0, 100.0, 75.0, 120.0, 60.0, 80.0, 110.0, 60.0, 25.0, 60.0, 55.0, 25.0, 25.0, 60.0, 340.0, 369.0, 375.0, 400.0, 410.0, 300.0, 250.0, 250.0, 249.0, 249.0, 320.0, 199.0, 215.0, 239.0, 99.0, 60.0, 70.0, 249.0, 239.0, 159.0, 145.0, 140.0, 120.0, 140.0, 140.0]",25.0,470.0,234.0609756097561
Al Dayaa,"inZamalek - Mohamed Mazhar,Egypt","Lebanese , Grills, Manaqeesh",https://www.talabat.com/egypt/restaurant/683451/al-dayaa-zamalek--mohamed-mazhar?aid=7766,121,"[102.6, 102.6, 102.6, 85.5, 148.2, 353.4, 136.8, 136.8, 148.2, 136.8, 95.0, 136.8, 228.0, 142.5, 136.8, 136.8, 145.92, 142.5, 142.5, 148.2, 142.5, 148.2, 148.2, 148.2, 142.5, 136.8, 136.8, 142.5, 250.8, 250.8, 285.0, 250.8, 216.6, 193.8, 216.6, 250.8, 239.4, 171.0, 210.9, 210.9, 210.9, 210.9, 148.2, 250.8, 250.8, 182.4, 182.4, 182.4, 182.4, 182.4, 182.4, 176.7, 171.0, 250.8, 342.0, 342.0, 342.0, 102.6, 102.6, 102.6, 102.6, 102.6, 176.7, 176.7, 148.2, 182.4, 210.9, 165.3, 210.9, 112.86, 112.86, 112.86, 112.86, 112.86, 91.2, 91.2, 102.6, 102.6, 85.5, 85.5, 285.0, 228.0, 285.0, 285.0, 513.0, 285.0, 102.6, 102.6, 102.6, 102.6, 102.6, 102.6, 342.0, 547.2, 376.2, 376.2, 376.2, 376.2, 353.4, 376.2, 524.4, 558.6, 353.4, 524.4, 353.4, 912.0, 1128.6, 228.0, 228.0, 513.0, 376.2, 376.2, 376.2, 353.4, 410.4, 547.2]",85.5,1128.6,231.74758620689656
Pastaweesy,"inDowntown - Abdin,Egypt","Pasta, Sandwiches, Sandwiches, Burgers",https://www.talabat.com/egypt/restaurant/638972/pastaweesy-downtown--abdin?aid=7766,79,"[55.0, 32.0, 741.0, 213.0, 281.0, 271.0, 321.0, 147.0, 211.0, 789.0, 284.0, 259.0, 741.0, 213.0, 281.0, 271.0, 321.0, 147.0, 211.0, 789.0, 284.0, 259.0, 290.0, 620.0, 347.0, 420.0, 125.0, 140.0, 125.0, 135.0, 165.0, 15.0, 23.0, 118.0, 66.0, 15.0, 55.0, 108.0, 108.0, 69.0, 83.0, 79.0, 108.0, 15.0, 95.0, 84.0, 95.0, 95.0, 15.0, 23.0, 23.0, 32.0, 32.0, 32.0, 32.0]",15.0,789.0,198.3272727272727
Cook Door,"inDowntown - Tahrir,Egypt","Sandwiches, Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/510626/cook-door--hoda-shaarawy--tgo?aid=7766,77,"[325.0, 90.0, 964.0, 450.0, 600.0, 639.0, 964.0, 450.0, 600.0, 639.0, 220.0, 245.0, 230.0, 260.0, 155.0, 520.0, 520.0, 290.0, 115.0, 115.0, 290.0, 185.0, 450.0, 155.0, 155.0, 360.0, 360.0, 360.0, 360.0, 345.0, 325.0, 315.0, 60.0, 60.0, 90.0, 60.0, 105.0, 140.0, 155.0, 220.0, 245.0, 230.0, 260.0, 80.0, 80.0, 49.0, 40.0, 20.0, 20.0, 25.0, 20.0, 5.0, 20.0, 20.0, 20.0, 20.0, 25.0, 25.0, 20.0]",5.0,964.0,240.08474576271186
Taboon,"inZamalek - Abo El Feda,Egypt","Lebanese , Shawerma",https://www.talabat.com/egypt/restaurant/509368/taboon--zamalek-zamalek--abo-el-feda?aid=7766,155,"[684.0, 233.7, 370.5, 228.0, 228.0, 513.0, 575.7, 1311.0, 148.2, 148.2, 148.2, 90.0, 90.0, 165.3, 114.0, 222.3, 182.4, 279.3, 279.3, 324.9, 125.4, 302.1, 319.2, 313.5, 364.0, 336.0, 325.0, 399.0, 143.0, 353.4, 228.0, 245.1, 239.4, 273.7, 319.2, 199.5, 182.4, 210.9, 228.0, 342.0, 182.4, 188.1, 210.9, 199.5, 199.5, 199.5, 199.5, 108.3, 125.4, 302.1, 233.7, 222.3, 296.4, 325.0, 376.0, 279.3, 136.8, 205.2, 205.2, 376.2, 370.5, 490.2, 490.2, 370.5, 370.5, 564.0, 564.0, 524.0, 547.2, 575.7, 581.4, 490.2, 513.0, 502.0, 513.0, 496.0, 547.0, 684.0, 1311.0, 535.8, 228.0, 205.2, 171.0, 177.84, 193.9, 193.8, 193.8, 193.8, 193.8, 193.8, 205.2, 193.8, 159.6, 148.2, 90.6, 101.46, 119.7, 119.7, 125.4, 136.8, 131.1, 119.7, 142.2, 119.0, 131.1, 71.82, 108.3, 57.0, 74.1, 67.26, 67.26, 67.26, 108.3, 108.3, 112.86, 59.0, 148.2, 131.1, 142.5, 119.7, 119.7, 148.2, 119.7, 119.7, 119.7, 119.7, 119.7, 171.0, 182.4, 135.66, 140.22, 148.2, 151.62, 153.9, 142.5, 148.2, 131.1, 131.1, 131.1, 142.5, 142.5, 142.5, 112.86, 112.86, 112.86, 62.7, 34.2, 67.26, 67.26, 55.0, 67.26, 39.9, 90.6]",34.2,1311.0,239.94392156862745
Valencia,"inDowntown,Egypt","Burgers, Chicken, Sandwiches",https://www.talabat.com/egypt/restaurant/692918/valencia--downtown?aid=7766,36,"[65.0, 130.0, 115.0, 95.0, 1115.0, 115.0, 1115.0, 115.0, 195.0, 75.0, 115.0, 130.0, 110.0, 95.0, 65.0, 25.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",25.0,1115.0,152.8846153846154
GAD,"inDowntown - El Sayeda Zeinab,Egypt","Sandwiches, Breakfast, Pies",https://www.talabat.com/egypt/restaurant/714356/gad-el-sayeda-zeinab?aid=7766,199,"[17.0, 17.0, 45.0, 23.0, 20.0, 22.0, 13.0, 55.0, 55.0, 55.0, 45.0, 45.0, 55.0, 60.0, 60.0, 70.0, 70.0, 60.0, 60.0, 80.0, 110.0, 70.0, 95.0, 80.0, 15.0, 10.0, 11.0, 28.0, 28.0, 5.0, 17.0, 19.0, 22.0, 22.0, 22.0, 22.0, 23.0, 23.0, 23.0, 23.0, 35.0, 35.0, 35.0, 45.0, 17.0, 20.0, 20.0, 25.0, 33.0, 35.0, 35.0, 35.0, 39.0, 45.0, 65.0, 78.0, 29.0, 28.0, 28.0, 28.0, 29.0, 29.0, 29.0, 35.0, 35.0, 35.0, 45.0, 45.0, 45.0, 60.0, 70.0, 60.0, 70.0, 45.0, 45.0, 70.0, 80.0, 115.0, 135.0, 135.0, 150.0, 70.0, 80.0, 115.0, 135.0, 135.0, 150.0, 145.0, 155.0, 165.0, 150.0, 195.0, 220.0, 325.0, 325.0, 325.0, 325.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 215.0, 305.0, 230.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 365.0, 335.0, 335.0, 440.0, 100.0, 135.0, 220.0, 270.0, 250.0, 245.0, 315.0, 345.0, 405.0, 160.0, 245.0, 215.0, 245.0, 215.0, 315.0, 315.0, 315.0, 245.0, 245.0, 220.0, 255.0, 220.0, 220.0, 235.0, 135.0, 182.0, 150.0, 150.0, 150.0, 208.0, 234.0, 234.0, 208.0, 208.0, 182.0, 234.0, 208.0, 234.0, 234.0, 234.0, 234.0, 335.0, 325.0, 312.0, 156.0, 195.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 335.0, 20.0, 35.0, 35.0, 35.0, 35.0, 35.0]",5.0,440.0,139.66666666666666
KFC,"inAl Manial,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/658817/kfc-manial-kfc--tmp?aid=7766,117,"[65.0, 109.0, 40.0, 240.0, 7.0, 110.0, 288.0, 288.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 446.0, 445.0, 535.0, 189.0, 255.0, 210.0, 180.0, 180.0, 288.0, 260.0, 288.0, 260.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 294.0, 446.0, 445.0, 535.0, 399.0, 205.0, 350.0, 189.0, 695.0, 920.0, 545.0, 770.0, 725.0, 840.0, 950.0, 1055.0, 810.0, 660.0, 1025.0, 875.0, 629.0, 685.0, 255.0, 325.0, 149.0, 210.0, 215.0, 245.0, 250.0, 255.0, 285.0, 255.0, 155.0, 170.0, 155.0, 110.0, 110.0, 110.0, 205.0, 210.0, 210.0, 125.0, 125.0, 65.0, 40.0, 30.0, 60.0, 3.0, 90.0, 130.0, 110.0, 180.0, 109.0, 90.0, 90.0, 125.0, 65.0, 40.0, 7.0, 84.0, 84.0, 35.0, 35.0, 35.0, 34.0]",3.0,1055.0,299.6068376068376
Bazooka,"inDowntown - Qasr El Nile,Egypt","Fried chicken, Burgers, Chicken",https://www.talabat.com/egypt/restaurant/738810/bazooka-downtown-al-alfy--tgo?aid=7766,119,"[300.0, 299.0, 115.0, 165.0, 340.0, 332.0, 340.0, 332.0, 300.0, 633.0, 450.0, 550.0, 367.0, 500.0, 258.0, 250.0, 867.0, 267.0, 350.0, 458.0, 383.0, 275.0, 340.0, 332.0, 300.0, 633.0, 450.0, 550.0, 367.0, 500.0, 258.0, 250.0, 867.0, 267.0, 350.0, 458.0, 383.0, 275.0, 140.0, 225.0, 160.0, 250.0, 485.0, 699.0, 699.0, 820.0, 920.0, 499.0, 1020.0, 260.0, 310.0, 260.0, 180.0, 310.0, 260.0, 235.0, 300.0, 150.0, 120.0, 165.0, 165.0, 165.0, 105.0, 165.0, 190.0, 180.0, 205.0, 205.0, 155.0, 155.0, 155.0, 155.0, 105.0, 105.0, 105.0, 145.0, 145.0, 205.0, 190.0, 190.0, 225.0, 299.0, 175.0, 160.0, 85.0, 55.0, 90.0, 100.0, 95.0, 85.0, 90.0, 55.0, 40.0, 115.0, 110.0, 65.0, 70.0, 110.0, 110.0, 50.0, 50.0, 55.0, 55.0, 55.0, 50.0, 30.0, 30.0, 30.0, 8.0, 70.0, 30.0, 35.0, 35.0, 30.0, 30.0, 20.0, 15.0, 30.0, 35.0]",8.0,1020.0,245.7563025210084
