Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
Dixi's,"inSidi Gaber,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/610532/dixis-sidi-gaber?aid=7177,58,"[110.0, 300.0, 110.0, 140.0, 35.0, 35.0, 300.0, 250.0, 160.0, 160.0, 144.0, 280.0, 500.0, 230.0, 125.0, 150.0, 200.0, 140.0, 110.0, 150.0, 200.0, 150.0, 200.0, 185.0, 150.0, 200.0, 140.0, 250.0, 430.0, 250.0, 145.0, 220.0, 630.0, 750.0, 920.0, 150.0, 55.0, 140.0, 85.0, 85.0, 35.0, 60.0, 50.0, 60.0, 110.0, 35.0, 55.0, 15.0, 80.0, 60.0, 30.0, 45.0, 15.0, 25.0, 20.0, 10.0, 55.0, 70.0]",10.0,920.0,168.86206896551724
TBS,"inGreen Plaza,Egypt","coffee & tea, Healthy",https://www.talabat.com/egypt/restaurant/503228/tbs--green-plaza?aid=7177,115,"[120.0, 100.0, 130.0, 50.0, 120.0, 165.0, 160.0, 170.0, 200.0, 160.0, 135.0, 175.0, 120.0, 140.0, 95.0, 130.0, 135.0, 120.0, 120.0, 210.0, 190.0, 220.0, 220.0, 200.0, 205.0, 240.0, 250.0, 250.0, 260.0, 210.0, 260.0, 260.0, 260.0, 210.0, 340.0, 270.0, 170.0, 155.0, 155.0, 170.0, 450.0, 330.0, 270.0, 375.0, 210.0, 205.0, 85.0, 90.0, 90.0, 115.0, 105.0, 105.0, 100.0, 140.0, 135.0, 150.0, 695.0, 1095.0, 720.0, 1420.0, 695.0, 185.0, 185.0, 210.0, 205.0, 75.0, 105.0, 105.0, 95.0, 75.0, 100.0, 100.0, 115.0, 660.0, 860.0, 115.0, 120.0, 120.0, 1160.0, 110.0, 105.0, 105.0, 145.0, 110.0, 85.0, 85.0, 85.0, 90.0, 120.0, 120.0, 125.0, 110.0, 125.0, 125.0, 330.0, 330.0, 60.0, 50.0, 55.0, 60.0, 60.0, 50.0, 50.0, 40.0, 40.0, 40.0, 95.0, 90.0, 90.0, 60.0, 60.0, 35.0, 65.0]",35.0,1420.0,201.10619469026548
Everyday,"inMoharam Bek - El Rasafa,Egypt","Pies, Crepes, Pizza",https://www.talabat.com/egypt/restaurant/745891/everyday-karmos?aid=7177,134,"[100.0, 105.0, 95.0, 105.0, 105.0, 100.0, 100.0, 100.0, 110.0, 50.0, 65.0, 65.0, 40.0, 45.0, 45.0]",40.0,110.0,82.0
Wok and Walk,"inMandara,Egypt","Chinese, Asian, Asian, Japanese",https://www.talabat.com/egypt/restaurant/741327/wok-and-walk-mandara?aid=7177,43,"[330.0, 325.0, 330.0, 75.0, 87.0, 432.0, 869.0, 432.0, 869.0, 320.0, 330.0, 320.0, 320.0, 330.0, 330.0, 330.0, 98.0, 98.0, 75.0, 92.0, 87.0, 80.0, 80.0, 80.0, 258.0, 270.0, 230.0, 295.0, 330.0, 330.0, 330.0, 325.0, 85.0, 85.0, 30.0, 30.0, 30.0, 10.0, 30.0, 20.0, 5.0]",5.0,869.0,229.5609756097561
Abo Rabie,"inSemouha - Victor Emanouil,Egypt","foul & falafel, Sandwiches",https://www.talabat.com/egypt/restaurant/503901/abo-rabie--semouha?aid=7177,125,"[110.0, 85.0, 115.0, 140.0, 100.0, 130.0, 160.0, 25.0, 40.0, 28.0, 28.0, 27.0, 30.0, 35.0, 43.0, 43.0, 45.0, 45.0, 48.0, 48.0, 50.0, 50.0, 45.0, 30.0, 50.0, 45.0, 45.0, 55.0, 40.0, 40.0, 40.0, 45.0, 75.0, 60.0, 65.0, 65.0, 90.0, 75.0, 80.0, 90.0, 80.0, 80.0, 62.0, 80.0, 100.0, 90.0, 90.0, 80.0, 85.0, 85.0, 70.0, 3.5, 25.0, 40.0, 35.0, 25.0, 3.0, 5.0, 6.0, 12.0, 14.0, 16.0, 17.0, 26.0, 15.0, 12.0, 30.0, 35.0, 35.0, 60.0, 50.0, 35.0, 8.0, 75.0, 75.0]",3.0,160.0,53.593333333333334
Shamy Elbait elkeber,"inSemouha,Egypt","Syrian, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/730085/shamy-elbait-elkeber-semouha--victor-emanouil?aid=7177,119,"[40.25, 35.0, 224.25, 23.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 205.0, 160.0, 190.0, 230.0, 260.0, 245.0, 39.2, 40.25, 61.0, 32.2, 55.4, 61.0, 156.2, 173.0, 140.0, 165.0, 179.0, 162.0, 110.0, 195.0, 179.0, 130.0, 172.5, 276.0, 322.0, 224.25, 184.0, 207.0, 184.0, 244.95, 184.0, 172.5, 276.64, 218.5, 190.35, 264.5, 483.0, 287.2, 488.75, 150.0, 95.8, 95.8, 172.5, 195.5, 212.75, 230.0, 90.0, 85.0, 95.8, 107.0, 114.0, 101.4, 95.8, 96.37, 58.65, 72.0, 90.0, 90.0, 101.4, 107.0, 96.37, 130.0, 155.25, 131.34, 26.27, 23.0, 28.75, 40.25, 35.03, 46.0, 12.18, 45.0, 46.0, 15.68, 839.5, 115.0, 30.46, 51.75, 40.25, 35.0, 51.75, 18.4, 18.4, 13.8, 28.75, 23.52]",12.18,839.5,168.73963636363632
Pizza Hut,"inCarrefour,Egypt","Pizza, Salad, Pizza & Pies",https://www.talabat.com/egypt/restaurant/647601/pizza-hut-carrefour-alex-ph?aid=7177,90,"[286.0, 205.0, 90.0, 179.0, 159.0, 113.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 286.0, 197.0, 59.0, 131.0, 131.0, 131.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 369.0, 539.0, 649.0, 569.0, 569.0, 695.0, 286.0, 239.0, 225.0, 205.0, 197.0, 121.0, 125.0, 121.0, 75.0, 75.0, 75.0, 113.0, 143.0, 143.0, 168.0, 198.0, 198.0, 168.0, 168.0, 198.0, 168.0, 198.0, 143.0, 103.0, 103.0, 103.0, 103.0, 179.0, 159.0, 25.0, 25.0, 25.0, 90.0, 90.0, 90.0, 85.0, 160.0, 170.0, 134.0, 160.0, 130.0, 55.0, 29.0, 85.0, 86.0, 224.0, 55.0, 45.0, 45.0, 145.0, 105.0, 60.0, 40.0, 61.0, 63.0, 40.0, 40.0, 40.0, 40.0, 20.0]",20.0,847.0,227.94444444444446
Brew & Chew,"inSemouha,Egypt","Desserts, coffee & tea, Sandwiches",https://www.talabat.com/egypt/restaurant/712953/brew-chew-semouha--victor-emanouil?aid=7177,93,"[256.0, 260.0, 150.0, 280.0, 345.0, 320.0, 160.0, 175.0, 155.0, 135.0, 115.0, 115.0, 150.0, 150.0, 150.0, 150.0, 155.0, 140.0, 175.0, 165.0, 160.0, 170.0, 140.0, 135.0, 140.0, 145.0, 170.0, 160.0, 160.0, 160.0, 320.0, 330.0, 285.0, 290.0, 315.0, 280.0, 306.0, 256.0, 293.0, 290.0, 345.0, 256.0, 260.0, 420.0, 370.0, 320.0, 390.0, 400.0, 490.0, 421.0, 500.0, 500.0, 410.0, 459.0, 361.0, 430.0, 361.0, 341.0, 505.0, 460.0, 380.0, 170.0, 175.0, 175.0, 160.0, 160.0, 130.0, 110.0, 115.0, 130.0, 150.0, 150.0, 150.0, 173.0, 173.0, 173.0, 160.0, 150.0, 310.0, 320.0, 316.0, 310.0, 320.0, 295.0, 230.0, 230.0, 316.0, 241.0, 316.0, 316.0, 70.0]",70.0,505.0,250.3186813186813
Mgabes,"inAzarita,Egypt","Grills, Chicken, Arabic, Arabic, Indian",https://www.talabat.com/egypt/restaurant/646609/mgabes-azarita?aid=7177,72,"[70.0, 485.0, 35.0, 90.0, 60.0, 530.0, 100.0, 120.0, 90.0, 130.0, 100.0, 115.0, 185.0, 495.0, 890.0, 875.0, 530.0, 485.0, 90.0, 95.0, 115.0, 125.0, 95.0, 80.0, 90.0, 105.0, 115.0, 115.0, 220.0, 90.0, 200.0, 235.0, 145.0, 715.0, 90.0, 70.0, 145.0, 70.0, 55.0, 90.0, 40.0, 25.0, 40.0, 30.0, 35.0, 85.0, 35.0, 45.0, 35.0, 35.0, 35.0, 45.0, 55.0, 20.0, 60.0]",20.0,890.0,166.45454545454547
Maharaja,"inSemouha - Modereyt El Amn El Gadeda,Egypt","Indian , Vegetarian, Indian, Indian",https://www.talabat.com/egypt/restaurant/704790/maharaja-semouha--modereyt-el-amn-el-gadeda?aid=7177,132,"[335.0, 110.0, 70.0, 275.0, 295.0, 80.0, 625.0, 772.0, 655.0, 895.0, 1261.0, 625.0, 772.0, 655.0, 895.0, 1261.0, 117.0, 117.0, 107.0, 123.0, 123.0, 123.0, 60.0, 123.0, 123.0, 50.0, 30.0, 40.0, 30.0, 30.0, 133.0, 133.0, 123.0, 123.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 615.0, 615.0, 375.0, 375.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 282.0, 255.0, 375.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 510.0, 295.0, 375.0, 295.0, 690.0, 400.0, 235.0, 235.0, 615.0, 375.0, 295.0, 275.0, 180.0, 202.0, 110.0, 85.0, 95.0, 85.0, 80.0, 80.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 80.0, 80.0, 80.0, 95.0, 65.0, 70.0, 70.0, 65.0, 65.0, 91.0, 91.0, 91.0, 91.0, 91.0, 91.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 25.0, 40.0, 70.0, 40.0, 50.0]",25.0,1261.0,252.3030303030303
