Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
Sultan Ayub,"inSemouha,Egypt","Shawerma, Sandwiches, Grills, Chicken",https://www.talabat.com/egypt/restaurant/503665/sultan-ayub--semouha?aid=7177,110,"[38.53, 45.98, 40.83, 249.0, 249.0, 205.45, 230.0, 131.68, 136.85, 137.94, 243.22, 302.45, 159.45, 217.5, 250.12, 158.13, 498.18, 485.07, 485.07, 458.85, 319.0, 546.25, 274.85, 723.35, 1540.0, 1625.0, 486.45, 741.0, 663.55, 626.75, 38.53, 45.98, 38.53, 16.1, 40.83, 45.98, 52.32, 72.45, 71.3, 65.55, 131.1, 91.77, 68.4, 9.2, 9.2, 9.2, 20.13, 40.82, 35.65, 30.48, 9.2, 20.13, 59.23, 136.85, 45.98, 72.45, 72.45, 97.75, 59.23, 59.23, 45.6, 53.76, 17.1, 28.5, 17.1, 17.1, 53.76, 14.95, 26.45, 30.0]",9.2,1625.0,201.9977142857143
Koshari Zaabalawi,"inMoharam Bek,Egypt","Koshary, Sandwiches, Pasta",https://www.talabat.com/egypt/restaurant/727214/koshari-zaabalawi-moharam-bek-mosque?aid=7177,43,"[42.0, 70.0, 17.0, 56.0, 35.0, 15.0, 35.0, 42.0, 56.0, 70.0, 80.0, 100.0, 45.0, 90.0, 100.0, 90.0, 25.0, 12.0, 25.0, 35.0, 42.0, 56.0, 70.0, 15.0, 15.0, 15.0, 30.0, 15.0, 30.0, 35.0, 10.0, 15.0, 30.0, 25.0, 35.0, 17.0, 22.0, 17.0, 22.0, 22.0, 28.0, 25.0, 17.0]",10.0,100.0,38.325581395348834
Pub's Pizza,"inSidi Gaber,Egypt","Pasta, Pizza",https://www.talabat.com/egypt/restaurant/786525/pubs-pizza-sidi-gaber?aid=7177,76,"[45.0, 320.0, 560.0, 225.0, 595.0, 280.0, 280.0, 280.0, 280.0, 45.0, 80.0, 90.0, 115.0, 55.0, 65.0, 55.0, 215.0, 120.0, 105.0, 45.0, 40.0, 50.0, 55.0, 55.0, 25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 40.0, 45.0, 45.0, 45.0, 45.0, 45.0, 105.0, 55.0, 25.0, 30.0, 25.0, 15.0, 45.0]",15.0,595.0,110.81395348837209
Caribou,"inCamp Chezar 2,Egypt","coffee & tea, bakery & pastry, Beverages",https://www.talabat.com/egypt/restaurant/714187/caribou-camp-chezar-2?aid=7177,127,"[105.0, 125.0, 125.0, 125.0, 125.0, 155.0, 155.0, 120.0, 115.0, 110.0, 110.0, 85.0, 140.0, 140.0, 105.0, 105.0, 150.0, 150.0, 160.0, 150.0, 125.0, 140.0, 125.0, 125.0, 240.0, 240.0, 260.0, 260.0, 240.0, 220.0, 195.0, 145.0, 195.0, 185.0, 190.0, 140.0, 160.0, 120.0, 160.0, 175.0, 160.0, 140.0, 95.0, 90.0, 100.0, 95.0, 95.0, 95.0, 100.0, 100.0, 95.0, 95.0, 95.0, 110.0, 95.0, 100.0, 120.0, 100.0, 100.0, 180.0, 240.0, 195.0, 190.0, 85.0, 105.0, 80.0, 110.0, 85.0, 35.0, 45.0, 95.0, 95.0, 120.0, 120.0, 60.0, 45.0, 50.0, 30.0, 250.0, 250.0, 700.0, 200.0, 400.0, 650.0, 110.0]",30.0,700.0,149.41176470588235
Pizza King,"inEL Ataren,Egypt","Pizza, Pasta, Pizza, Italian",https://www.talabat.com/egypt/restaurant/678299/pizza-king-raml-station-el-ataren?aid=7177,164,"[136.0, 60.0, 63.0, 51.0, 137.0, 330.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 246.0, 642.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 330.0, 350.0, 356.0, 478.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 331.0, 246.0, 642.0, 251.0, 359.0, 336.0, 433.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 165.0, 165.0, 188.0, 171.0, 103.0, 103.0, 160.0, 154.0, 154.0, 148.0, 143.0, 143.0, 143.0, 148.0, 148.0, 148.0, 148.0, 188.0, 188.0, 137.0, 60.0, 74.0, 74.0, 68.0, 80.0, 80.0, 63.0, 137.0, 91.0, 137.0, 63.0, 63.0, 40.0, 51.0, 136.0, 57.0, 46.0, 23.0, 19.0, 17.0, 17.0, 17.0, 14.0, 17.0, 80.0, 74.0, 80.0, 80.0, 29.0, 33.0, 33.0, 33.0, 33.0, 52.0, 27.0]",14.0,1239.0,392.0923076923077
Abou Fares Elsoury,"inMostafa Kamel,Egypt","Syrian, Sandwiches, Grills",https://www.talabat.com/egypt/restaurant/503554/abou-fares-elsoury-moustafa-kamel?aid=7177,117,"[29.0, 40.0, 40.0, 178.75, 100.0, 189.0, 165.0, 213.75, 426.25, 371.25, 250.0, 256.25, 256.25, 398.75, 470.0, 470.0, 497.5, 526.25, 555.0, 526.25, 185.0, 185.0, 215.0, 227.5, 236.25, 241.25, 275.0, 278.75, 178.75, 100.0, 189.0, 165.0, 213.75, 426.25, 371.25, 250.0, 256.25, 256.25, 398.75, 470.0, 470.0, 497.5, 526.25, 555.0, 526.25, 185.0, 185.0, 215.0, 227.5, 236.25, 241.25, 275.0, 278.75, 341.0, 364.0, 786.0, 740.0, 341.0, 626.0, 165.0, 177.0, 177.0, 80.0, 126.0, 97.0, 143.0, 52.0, 75.0, 80.0, 26.0, 26.0, 29.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 29.0, 40.0, 40.0, 40.0, 40.0, 171.0, 308.0, 63.0, 52.0, 52.0, 69.0, 109.0]",26.0,786.0,233.41758241758242
Bruxies,"inRoushdy,Egypt","Burgers, American, Sandwiches",https://www.talabat.com/egypt/restaurant/749450/bruxies-roushdy?aid=7177,208,"[93.0, 119.0, 328.0, 327.0, 250.0, 747.0, 1247.0, 250.0, 747.0, 1247.0, 173.0, 173.0, 173.0, 173.0, 310.0, 179.0, 90.0, 102.0, 179.0, 250.0, 250.0, 167.0, 143.0, 167.0, 191.0, 203.0, 250.0, 261.0, 202.0, 226.0, 191.0, 262.0, 191.0, 250.0, 155.0, 232.0, 238.0, 191.0, 155.0, 387.0, 203.0, 297.0, 285.0, 173.0, 197.0, 93.0, 143.0, 119.0, 119.0, 197.0, 154.0, 179.0, 238.0, 286.0, 447.0, 286.0, 227.0, 237.0, 327.0, 327.0, 327.0, 328.0, 286.0, 417.0, 417.0, 417.0, 475.0, 475.0, 417.0, 475.0, 475.0, 475.0, 475.0, 417.0, 328.0, 517.0, 328.0, 328.0, 328.0, 328.0, 518.0, 518.0, 328.0, 518.0, 236.0, 328.0, 517.0, 548.0, 393.0, 416.0, 310.0, 310.0, 310.0, 310.0, 286.0, 262.0, 286.0, 286.0, 363.0, 363.0, 363.0, 363.0, 500.0, 500.0, 500.0, 500.0, 328.0, 417.0, 298.0, 256.0, 298.0, 298.0, 310.0, 298.0, 298.0, 262.0, 262.0, 237.0, 262.0, 262.0, 262.0, 285.0, 262.0, 285.0, 286.0, 286.0, 286.0, 143.0, 119.0, 125.0, 131.0, 161.0, 137.0, 130.0, 119.0, 108.0, 125.0, 114.0, 136.0, 136.0, 149.0, 137.0, 136.0, 130.0, 114.0, 155.0, 155.0, 155.0, 167.0, 149.0, 130.0, 131.0, 131.0, 143.0, 149.0, 250.0, 149.0, 191.0, 118.0, 161.0, 161.0, 185.0, 161.0, 167.0, 167.0, 90.0, 143.0, 48.0, 36.0, 198.0, 203.0, 208.0, 262.0, 274.0, 203.0, 203.0, 185.0, 227.0, 191.0, 233.0, 197.0, 197.0, 227.0, 227.0, 149.0, 149.0, 149.0, 155.0, 149.0, 149.0, 149.0, 149.0, 143.0, 185.0, 215.0, 280.0, 221.0, 256.0, 114.0, 114.0, 375.0]",36.0,1247.0,260.6169154228856
3B Burger,"inSemouha,Egypt","Burgers, Pasta, Fried chicken",https://www.talabat.com/egypt/restaurant/508124/3b-burger-semouha?aid=7177,69,"[178.0, 365.0, 55.0, 91.0, 172.0, 250.0, 690.0, 365.0, 775.0, 364.0, 540.0, 250.0, 498.0, 750.0, 55.0, 37.0, 111.0, 48.0, 111.0, 91.0, 51.0, 97.0, 690.0, 365.0, 775.0, 420.0, 364.0, 540.0, 250.0, 498.0, 750.0, 78.0, 125.0, 172.0, 172.0, 172.0, 178.0, 178.0, 86.0, 114.0, 143.0, 297.0, 262.0, 308.0, 321.0, 321.0, 19.0, 22.0, 55.0, 151.0, 183.0, 201.0, 199.0, 201.0, 10.0, 8.0, 10.0, 10.03, 15.0, 45.0, 55.0]",8.0,775.0,241.0988524590164
Mashwyat Gemy,"inSemouha,Egypt","Grills, Egyptian, Sandwiches",https://www.talabat.com/egypt/restaurant/659132/mashwyat-gemy-semouha?aid=7177,48,"[300.0, 71.0, 99.0, 27.0, 36.0, 388.75, 350.0, 356.75, 378.75, 300.0, 318.75, 148.75, 356.25, 222.5, 388.75, 350.0, 356.75, 378.75, 300.0, 318.75, 148.75, 356.25, 222.5, 71.0, 99.0, 99.0, 99.0, 91.0, 490.0, 245.0, 40.0, 51.0, 168.0, 77.0, 98.0, 128.0, 178.0, 36.0, 27.0, 21.0, 23.0, 23.0, 27.0]",21.0,490.0,192.2093023255814
Hadarmawot El Sultan,"inSemouha,Egypt","Grills, Mandi, Chicken, Arabic, Indian, Sandwiches",https://www.talabat.com/egypt/restaurant/626025/hadarmawot--semouhasemouha?aid=7177,125,"[330.0, 220.0, 87.0, 243.0, 400.0, 350.0, 350.0, 450.0, 455.0, 450.0, 290.0, 350.0, 450.0, 340.0, 375.0, 410.0, 220.0, 330.0, 240.0, 87.0, 243.0, 400.0, 350.0, 350.0, 450.0, 455.0, 450.0, 290.0, 350.0, 450.0, 340.0, 375.0, 410.0, 260.0, 290.0, 520.0, 590.0, 800.0, 950.0, 1400.0, 1750.0, 2500.0, 2300.0, 3350.0, 4000.0, 220.0, 330.0, 520.0, 590.0, 190.0, 240.0, 275.0, 530.0, 600.0, 580.0, 650.0, 500.0, 190.0, 420.0, 440.0, 250.0, 520.0, 45.0, 45.0, 45.0, 75.0, 75.0, 85.0, 300.0, 90.0, 310.0, 87.0, 95.0, 90.0, 90.0, 190.0, 420.0, 400.0, 105.0, 105.0, 105.0, 105.0, 105.0, 125.0, 90.0, 70.0, 55.0, 60.0, 270.0, 45.0, 45.0, 25.0, 45.0, 45.0, 45.0, 45.0, 45.0, 35.0, 45.0, 45.0, 25.0, 35.0, 35.0, 50.0, 20.0, 30.0]",20.0,4000.0,390.49056603773585
Bazooka,"inRaml Station,Egypt","Fried chicken, Burgers, Chicken",https://www.talabat.com/egypt/restaurant/649724/bazooka-raml-station--tgo?aid=7177,118,"[299.0, 300.0, 115.0, 165.0, 340.0, 50.0, 400.0, 340.0, 332.0, 300.0, 633.0, 450.0, 550.0, 367.0, 500.0, 258.0, 250.0, 867.0, 267.0, 350.0, 458.0, 383.0, 275.0, 400.0, 340.0, 332.0, 300.0, 633.0, 450.0, 550.0, 367.0, 500.0, 258.0, 250.0, 867.0, 267.0, 350.0, 458.0, 383.0, 275.0, 140.0, 225.0, 160.0, 250.0, 485.0, 699.0, 699.0, 820.0, 920.0, 499.0, 1020.0, 260.0, 310.0, 260.0, 180.0, 310.0, 260.0, 235.0, 300.0, 150.0, 120.0, 165.0, 165.0, 165.0, 105.0, 165.0, 190.0, 180.0, 205.0, 205.0, 155.0, 155.0, 155.0, 155.0, 105.0, 105.0, 105.0, 145.0, 145.0, 205.0, 190.0, 190.0, 225.0, 299.0, 175.0, 160.0, 85.0, 55.0, 90.0, 100.0, 95.0, 85.0, 90.0, 55.0, 40.0, 115.0, 110.0, 65.0, 70.0, 110.0, 110.0, 50.0, 50.0, 60.0, 50.0, 30.0, 30.0, 30.0, 8.0, 70.0, 35.0, 35.0, 30.0, 30.0, 20.0, 15.0, 30.0, 35.0]",8.0,1020.0,251.08474576271186
Aysh And Mashawi,"inIbrahimia,Egypt","Grills, Chicken, Arabic",https://www.talabat.com/egypt/restaurant/742157/aysh-and-mashawi-azarita?aid=7177,110,"[50.0, 35.0, 135.0, 80.0, 75.0, 3000.0, 550.0, 540.0, 470.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 800.0, 380.0, 370.0, 170.0, 390.0, 950.0, 530.0, 570.0, 548.0, 530.0, 840.0, 1.0, 840.0, 1.0, 860.0, 80.0, 200.0, 3000.0, 550.0, 540.0, 470.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 565.0, 800.0, 380.0, 370.0, 170.0, 390.0, 950.0, 530.0, 570.0, 548.0, 530.0, 840.0, 1.0, 840.0, 1.0, 860.0, 80.0, 170.0, 200.0, 85.0, 120.0, 159.0, 200.0, 180.0, 170.0, 135.0, 75.0, 75.0, 80.0, 60.0, 50.0, 145.0, 120.0, 100.0, 110.0, 65.0, 65.0, 75.0, 80.0, 75.0, 40.0, 40.0, 40.0, 75.0, 120.0, 50.0, 100.0, 100.0, 50.0, 40.0, 15.0, 35.0, 35.0, 35.0, 90.0]",1.0,3000.0,379.14
